product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form,class_name,subclass_name,nova,classification_method,class_confidence,subclass_confidence,nova_confidence,needs_review,classification_timestamp
NUTRAMEAL POLISHED GREEN GRAMS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL RED COWPEAS,336,1405,23,60,6.9,1.26,10.6,0.016,Red Cowpeas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL RED KIDNEY BEANS,346,1447,22,60,,1.3,4.8,,Red Kidney Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL REGULAR CHICK PEAS,340,1422,11,73,2,0.4,8,,Chick Peas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL RICE FLOUR,,,,,,,,,Rice Flour,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL ROSCOCO WHITE BEANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SEMOLINA FLOUR,80.198,335.549,13.8614,,,1.9802,,,Semolina Flour,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SOYA BEANS,172,719,18,8.4,3,9,6,0.001,Soya Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SPLIT MOONGDAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SPLIT URAD DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SPLIT WASHED MOONG DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL SUNFLOWER SEEDS,584,2443.46,20,20,2,51,8,0.009,Sunflower Seeds,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL TOOR DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL WAIRIMU BEANS,341,1426.74,22,62,2.1,1.4,16,0.005,Wairimu Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL WASHED URAD DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL WHITE COWPEAS,366,1405,24,60,,1.3,,,White Cowpeas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL WHOLE NUTMEG,525,2196.6,5,49,,36,20,0.016,Nutmeg,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL WHOLE WHEAT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL YELLOW BEANS,345,1443,22,60,,2.6,25,0.012,Yellow Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRAMEAL YELLOW GRAMS CHANA,363,1518.79,20,58,,5,,,Yellow Grams Chana,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI CHOICE PURE NATURAL AND ORGANIC REAL HONEY,,,,,,,,,Honey,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHT GLUTEN FREE ORIGINAL CHIP CHIP COOKIES,,,18.62,30.34,11.17,14.97,4.2,0.377,Food,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHT GLUTEN FREE PROTEIN PACKED CHOCOLATE CHIP COOKIES,,,18.62,30.34,11.17,14.97,4.2,0.377,Food,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHTS C CHIP COOKIES,497,2081,5.5,64,33,12,3.3,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHTS MINI RAINBOW COOKIES,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHTS MINI TCHIP COOKIE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRI DELIGHTS RED VELVET CHOCOLATE CHIP COOKIES,520.833,2179.17,6.25,72.9167,43.75,25,2.08333,0.260417,Chocolate Chip Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTRO GOOD DAY CASHEW COOKIES,,,,,,,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISH LAND MACADAMIA COOKIES,480.59,669.4,26.31,53.63,20.36,12.36,2.15,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND DRY ROASTED AND SALTED CASHEW NUTS,553,2313.75,18,30,6,44,,,Cashew Nuts,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND DRY ROSTED AND SALTED CASHEW NUTS,553,2313.75,18,30,6,44,,0.012,Cashew Nuts,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND DRY ROSTED AND SALTED MACADAMIA NUT,718,3004.11,8,14,4.6,76,,0.005,Macadamia Nut,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND DRY ROSTED AND SALTED PEANUTS,567,2372.33,26,16,4,49,,0.018,Peanuts,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND EXTRA VIRGIN MACADAMIA OIL,803,3360,,,,91,,,Macadamia Oil,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND MACADAMIA COOKIES,480.59,,26.31,53.63,20.36,26.31,2.15,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND MACADAMIA VEGETABLE OIL,900,,0,0,0,100,0,0,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUTTISHLAND MIXED NUTS,,2588,16.1,20.2,,58.4,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA APPLE & CINNAMON COOKIES,49000,205016,700,7000,1700,1900,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BARBEQUE BAKED CORN PUFFS,377,1577,6,86,11,2,3,0.891,Corn Puffs,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BARBEQUE THINS,428.571,1793.14,7.14286,75,10.7143,12.5,3.57143,0.607143,Potato Snack,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BRAVO G GLUCOSE BISCUITS,478.99,1999,7.1,82.4,,15,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.755,0.725,0.745,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BREAKTIME BISCUITS,488,2041,5,58,0,28,2,0.364,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.833,0.803,0.823,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BREAKTIME COCONUT BISCUITS,452,1891,7,58,8,32,6,0.671,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BUTTER BITES BISCUITS,500,2092,7,64,,25,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.731,0.701,0.721,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA BUTTER COOKIES,495,2071.08,8,68,,21,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.791,0.761,0.781,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CASHEW NUTS COOKIES,,,,,,,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.792,0.762,0.782,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CEREOS CHOCO CHIP CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CEREOS HONEY & CINNAMON CEREAL,467,1954,8.7,59.9,26.5,20,1,0.28,Cereal Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CEREOS OATMEAL CEREAL,369.333,1544,14.6667,64,,6.10667,10.9333,0.285333,Cereal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CHEESE CORN PUFFS,559,2339,5.76,54.1,2.76,35.76,2.2,1.05,Corn Puffs,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CHOCO BISCUITS,517,2163,7,65,,25,,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CHOCOLATE CHIPS COOKIES,466.667,1952.53,26.6667,60,53.3333,6.66667,,0.0666667,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CHOCOLATE COATED WITH VANILLA CREAM SPONGE CAKE,382,1598.29,7,64,29,15,,,Cake,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CHOCOLATE COOKIES,500,2092,8,68,,21,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.87,0.84,0.86,FALSE,2026-04-07T09:21:17.880566+00:00
NUVITA CHOCOLATE CREAM PUFFS,,,,,,,,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA COCONUT COOKIES,,,,,,,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_exact,0.99,0.99,0.99,FALSE,2026-04-07T09:21:17.880566+00:00
NUVITA CORN PUFFS CHEESE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CORN PUFFS TOMATO FLAVOUR,,,,,,,,,,solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CRACKERS CHEESE,417.822,1748.17,6.93069,80.198,,6.93069,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA CRUNCHY GINGER BISCUITS,,,,,,,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.983,0.953,0.973,FALSE,2026-04-07T09:21:17.880566+00:00
NUVITA DIGESTIVE BISCUITS,560,2343.04,0,64,19,17,2,0,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.786,0.756,0.776,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA DIGESTIVE CHOCOLATE COATED BISCUITS,430,1799.12,6,0,0,24,0,0,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA DIGESTIVE CHOCOLATE CREAMS,500,2092,,60,20,20,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA DIGESTIVE VANILLA CREAMS,500,2092,3.57143,64.2857,,21.4286,,0.5,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA DINNER CRACKERS,464.34,1857.36,10.01,70.3,1,0,,,Crackers,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA ENERGY GLUCOSE BISCUITS,478.99,1999,7.1,82.4,,15,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.731,0.701,0.721,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA ENERGY HONEY BISCUITS,513,2146,6.2,62.6,25.7,26.4,1.6,0.36,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.731,0.701,0.721,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FAMILY BISCUITS,473.5,1979,7.4,78.3,,15.9,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.744,0.714,0.734,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FAMILY ORANGE BISCUITS,457,1912,9.4,74,20.9,13.7,,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FLAP JACKS OAT BAKES CHOCOLATE COATED,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FLAP JACKS OAT BAKES SUGAR FREE,58,19,579,100,2,0,,,Food,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FLAP JACKS ORIGINAL OAT BAKES COOKIES,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA FRUIT CHUTNEY THINS,549,2297.01,8,47,3,36.7,7,0.797,Potato Snack,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA GRANDMA'S HOMEMADE COOKI,458,1916,8,21,,17,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA LEMON CREAM PUFFS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA LIGHT & CRISP CREAM CRACKERS,464.34,1857.36,10.01,70.3,1,0,,,Crackers,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA MARIE BISCUITS,426,1782,6.5,68.6,19.8,13.5,0.6,0.257,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.72,0.69,0.71,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA NICE JARS,117,489.5,2,17,0,4,0,0,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA OAT & RAISIN COOKIES,419,1753.1,7.1,70.5,22,12.1,3.5,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA OAT DIGESTIVE BISCUIT,579,2422.54,8,58,19,23,,,Digestive Biscuit,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.833,0.803,0.823,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA OATS DIGESTIVE CHOCOLATE COATED BISCUITS,579,2422.54,8,58,19,23,2,0,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA PORRIDGE OATS,386,1613,12,73,1.3,5.5,6.1,,Oats,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SALT THINS,392.857,1643.71,7.14286,82.1429,7.14286,5.35714,7.14286,0.571429,Potato Snack,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SALTY CRACKERS,422,1765,7,81,,7,,,Biscuit,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.723,0.693,0.713,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SECRETS COCONUT CREAM,587.5,2458.1,8.75,78.75,73.75,25,,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SECRETS COCONUT CREAMS,587.5,2458.1,8.75,78.75,73.75,25,,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SECRETS ORIGINAL CREAM,479,2004.14,7,61,61,22,,0,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SHORTBREAD CHOCO CHIP BISCUITS,518,2167,5.2,61.3,25.7,27.6,2,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SHORTBREAD GINGER BISCUITS,,,,,,,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.742,0.712,0.732,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SHORTBREAD REGULAR BISCUITS,,,,,,,,,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SHORTCAKE BISCUITS,468.5,1958,6.49,77.2,,13.42,,,Biscuit,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.776,0.746,0.766,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SOUR CREAM&HERB THINS,417.391,1746.37,6.08696,73.913,1.73913,12.1739,4.34783,0,Potato Snack,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SPONGE CAKE CHOCOLATE,539,2255.18,6.22,60,6.64,30,1.15,,Cake,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA STRAWBERRY & VANILLA SPONGE CAKE,250,1046,1,35,27,11,0,0.22,Sponge Cake,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SUGAR FREE DIGESTIVE BISCUIT,466.667,1952.53,6.66667,56.6667,,23.3333,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SUGERFREE DIGESTIVE BISCUITS,466.667,1952.53,6.66667,56.6667,,23.3333,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SUNBIX MALTY SHORTCAKE,468.5,1958,6.49,77.2,,13.42,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.909,0.879,0.899,FALSE,2026-04-07T09:21:17.880566+00:00
NUVITA SWEET & SALTY CRACKERS,468,1958,8,67,,17,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA SWEET & SALTY CRACKERS BISCUIT,422,1765.65,7,62,,16,,0.341,Crackers Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA TEA BISCUITS,,,,,,,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.837,0.807,0.827,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA TOMATO THINS,,,,,,,,,Potato Snack,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA VANILLA CHOCOLATE COATED SPONGE CAKE,402,1681.97,3,78,49,8.3,1,0.611,Cake,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA VITAMILK MILKY BISCUITS,,,,,,,,,Biscuits,Solid,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.824,0.794,0.814,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA WAFER CHOCO DELIGHT,439.286,1837.96,6.78571,75,39.2857,14.2857,3.57143,0.585714,Wafer,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA WAFER CHOCOLATE,382,1598.29,7,64,29,15,,0,Wafer,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA WAFER LEMON,468,1958.11,8,71,0,17,0,0,Wafer,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA WAFER STRAWBERRY,,,,,,,,,Wafer,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
NUVITA WESTBURY39S ORIGINAL COCONUT BISCUITS,560,2343.04,,64,19,17,2,0,Biscuits,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OBOMA HOME BAKING FLOUR,,,,,,,,,,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OCEAN SPRAY CLASSIC CRANBERRY JUICE,16.6667,69.7333,,4.16667,1.66667,,,,Juice,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OKF SPARKLING ALOE LITE DRINK,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OKF SPARKLING MELON DRINK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.739,0.709,0.729,TRUE,2026-04-07T09:21:17.880566+00:00
OLA HOT SALSA DIPPING SAUCE,84.9,,0.75,4.35,2.39,0.29,0.36,0.447,Dipping Sauce,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD EL PASO CRUNCHY TACO SHELLS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD EL PASO FAJITA SEASONING MIX,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD EL PASO FAJITA TOMATO PEP MX,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD EL PASO SQUEEZE GUACAMOLE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD EL PASO SQZY CHUNCK SALSA,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD JAMAICA CREAM SODA,50,212,0,12.4,12.4,0,,,Cream Soda,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLD JAMAICA GRAPE SODA,51,,0,12.4,12.4,0,0,0.01,Grape Soda,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
OLIVIA EXTRA VIRGIN OLIVE OIL,900,3765.6,,,,100,,,Olive Oil,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
